zinc_id,smiles
ZINC000014089740,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H]3Oc4c(O)ccc5c4[C@@]43[C@H]([C@H]([NH+](C)CC4)C5)C=C2)O1
ZINC000261494659,O=C(O[C@@H]1C(C)=C2[C@H](OC(=O)C)C(=O)[C@]3(C)[C@H](O)[C@H](O)[C@H]4[C@@](OC(=O)C)([C@@H]3[C@H](OC(=O)c3ccccc3)[C@](O)(C2(O)O)C1)CO4)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccc(O)cc1
ZINC000257526034,O=C([O-])[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O[C@@H]2C[C@H]3[C@](C)([C@@H]4C(=O)C[C@@]5(C)C(=O)CC[C@@H]5[C@H]4CC3)CC2)O1
ZINC000000132448,Clc1ccc(C2(O)CC[NH2+]CC2)cc1
ZINC000000000038,O([C@@](C[NH+](C)C)(CC)C)C(=O)c1ccccc1
ZINC000150369722,Ic1c(N(C(=O)C)C[C@@H](O)COC)c(I)c(C(=O)NC[C@@H](O)CO)c(I)c1C(=O)NC[C@@H](O)CO
ZINC000095618603,Clc1cc2[C@@](O)(C)C[NH2+]CCc2cc1
ZINC000001847280,O=C(C(CC[NH+](C)C)(c1ccccc1)c1ccccc1)CC
ZINC000000898188,O[C@@H]1[C@@H](CC)[C@H]2[C@@H]3[C@@H](O)[C@@]45[C@@H](N(C)c6c4cccc6)[C@@H](N1[C@H]3C5)C2
ZINC000000013245,O=Cc1cc(O)c(O)cc1
ZINC000261494641,O=C(O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](C(=O)[O-])O1)N[C@@H](C(=O)NCc1ccccc1)COC
ZINC000100014791,O=C1[C@H](C)[C@H]2[C@@]34OO[C@](C)(O[C@H]3O1)CC[C@H]4[C@H](C)CC2
ZINC000004217270,O=C([O-])[C@@H]([NH2+][C@H](C(=O)N1[C@H](C(=O)[O-])C[C@H]2[C@@H]1CCCC2)C)CCC
ZINC000001850155,O=C(N(CO)[C@@H]1N(CO)C(=O)N(CO)C1=O)NCO
ZINC000000968279,O(C[C@@]1(C)Oc2c(C)c(C)c(O)c(C)c2CC1)c1ccc(C[C@@H]2C(=O)NC(=O)S2)cc1
ZINC000012495314,S(=O)(=O)(Oc1c(O)cc([C@@H](O)C[NH2+]C)cc1)[O-]
ZINC000085537091,Clc1ccc(C(=O)n2c(C)c(CC(=O)OCCN3CC[NH+](CCCOC(=O)CC[C@H](NC(=O)c4ccccc4)C(=O)N(CCC)CCC)CC3)c3c2ccc(OC)c3)cc1
ZINC000040165219,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](Oc2cc3c([C@@H]4[C@@H]([C@H]5[C@@](C)([C@@H](O)[C@H](O)C5)CC4)CC3)cc2)O1
ZINC000000057438,ClC[C@H](O)Cn1c(C)ncc1[N+](=O)[O-]
ZINC000011616526,O(C[C@@H]([NH2+][C@H]([C@@H](O)c1ccc(O)cc1)C)C)c1ccccc1
ZINC000003860151,O=C(N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O)C
ZINC000001678302,[NH+](C[C@@H](CC1c2c(cccc2)CCc2c1cccc2)C)(C)C
ZINC000000002232,O(CC1=NCCN1)c1c(C(C)C)ccc(C)c1
ZINC000004097451,Oc1cc2[C@]3(C)[C@H]([NH3+])[C@H](Cc2cc1)CCCCC3
ZINC000003833800,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)O1
ZINC000100054307,O=C([O-])[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](Oc2cc([C@@]3(O)[C@@H](C[NH+](C)C)CCCC3)ccc2)O1
ZINC000095617657,Clc1c([C@]2([NH2+]C)C(=O)C[C@@H](O)CC2)cccc1
ZINC000030691571,O=C([O-])C[NH+]1CCN([C@@H]([C@@H](O)CO)CO)CC[NH+](CC(=O)[O-])CCN(CC(=O)[O-])CC1
ZINC000100019188,S(=O)(=O)(N)C=1SC(=NC(=O)C)N(C)N=1
ZINC000031622970,O=C1[C@@]2(C)[C@H]([C@@H]3[C@@H](c4c(c(O)c(O)cc4)CC3)CC2)CC1
ZINC000012503137,Oc1cc2c(cc1)C[C@@H]1[NH+](CC3CCC3)CC[C@]32[C@@]1(O)CCCC3
ZINC000001847395,FC(F)(F)CC(F)F
ZINC000000156820,Fc1cc2C(=O)C(C(=O)[O-])=CN3[C@H](C)CCc(c23)c1
ZINC000100053678,O=C([O-])[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](Oc2cc3/C(=C/CC[NH+](C)C)/c4c(cccc4)COc3cc2)O1
ZINC000017187167,O=C1N([C@H]2O[C@H](CO)[C@H]([NH3+])C2)C=C(C)C(=O)N1
ZINC000008214421,Clc1c(OC(F)(F)[C@H](F)C(F)(F)F)cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)c1
ZINC000000154729,O=C([O-])C[C@H](O)C[N+](C)(C)C
ZINC000000049151,O=C1N(N(C)C(C)=C1C(C)C)c1ccccc1
ZINC000005761248,O(C)c1c(OC)ccc([C@](C#N)(C(C)C)CCC[NH2+]C)c1
ZINC000261494557,O=C([O-])[C@@H](C)c1ccc(C(=O)C=2[S@H0](=O)C=CC=2)cc1
ZINC000003813082,O=C(O[C@H]1C[N+](CC)(C)CCC1)C(O)(c1ccccc1)c1ccccc1
ZINC000003812918,O(C[C@@H](CN(Cc1ccccc1)c1ccccc1)[NH+]1CCCC1)CC(C)C
ZINC000257459140,O=C([O-])/C(=C/CC[C@@H](C)[C@H]1[C@]2(C)[C@](C)([C@H](O)C1)[C@@H]1[C@@H]([C@@H](O)C2)[C@]2(C)[C@H](C(C)(C)[C@@H](O)CC2)CC1)/C
ZINC000000901811,O=C([O-])C[C@@H](O)C[NH3+]
ZINC000003873927,S(=O)(=O)(N=C(N)N)c1ccc(N)cc1
ZINC000030731232,Fc1ccc([C@@]2(CCC(=O)[O-])OCc3c2ccc(C#N)c3)cc1
ZINC000001656906,O(C)c1c2O[C@H]3[C@@H](O)CC[C@@]4(O)[C@@H]5[NH2+]CC[C@]34c2c(cc1)C5
ZINC000008437239,O=C([O-])CCCCC[C@@H](c1ccccc1)C=1C(=O)C(C)=C(C)C(=O)C=1C
ZINC000005842326,O=C([O-])[C@@H](C[C@@H](O)C)CCC
ZINC000002019929,Clc1ccc(OC(C(=O)OCCOC(=O)c2cnccc2)(C)C)cc1
ZINC000100053080,O(C)c1c2O[C@@H]3[C@H](O)C=C[C@@H]4[C@H]5[N+]([O-])(C)CC[C@]34c2c(cc1)C5
ZINC000038139973,O=[N+]([O-])c1cc([C@@H]2C(C(=O)OCCN(Cc3ccccc3)c3ccccc3)=C(C)NC(C)=C2P2(=O)OCC(C)(C)CO2)ccc1
ZINC000002570883,O(C[C@@H](O)c1ccc(OC[C@H](O)C[NH2+]C(C)C)cc1)C
ZINC000261494712,S(=O)(=O)(Oc1cc2c([C@@H]3[C@@H]([C@@H]4[C@](C)([C@H](O)CC4)CC3)CC2)cc1)[O-]
ZINC000095618743,O=C(OC(C)(C)C)N[C@H]([C@@H](O)C(=O)O[C@@H]1C(C)=C2[C@@H](OC)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)c1ccccc1
ZINC000008101117,O([C@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H]([NH2+]C)[C@](O)(C)CO2)[C@@H]([NH3+])C[C@H]1[NH3+])[C@H]1[C@@H]([NH3+])CC[C@H]([C@H]([NH2+]C)C)O1
ZINC000004974291,O=C([O-])/C(=N/NC(=O)c1ccncc1)/C
ZINC000001530244,O=COCc1ccccc1
ZINC000100042076,O=C(OC1C[C@H]2[NH+](C)[C@H](C1)CC2)[C@H](CO)c1ccccc1
ZINC000019685790,O=[N+]([O-])c1cc([C@@H]2C(C(OC(C[NH+](CCC(c3ccccc3)c3ccccc3)C)(C)C)=O)=C(C)NC(C)=C2C(=O)OC)ccc1
ZINC000005113686,ClCCNP(=O)(OCCC=O)NCCCl
ZINC000001280092,Oc1cc2c(cc1)C[C@@H]1[NH+](C)CC[C@]32[C@@H]1CCCC3
ZINC000005197214,S(C[C@H]([NH3+])C(=O)[O-])c1ccc(NC(=O)C)cc1
ZINC000248022807,[O-][N@+]1(C)C[C@@H]2N(c3ncccc3Cc3c2cccc3)CC1
ZINC000256072846,ClCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@]1(C)C[C@@H](O)[C@]1(F)[C@]3(C)C([C@@H](F)C[C@@H]21)=CC(=O)C=C3
ZINC000000057060,O=C(NCCc1c2c([nH]c1)ccc(OC)c2)C
ZINC000256057132,O([O-])B=O
ZINC000150339052,O=C(OCC(=O)[C@@]1(O)C[C@H](O[C@H]2O[C@H](C)[C@H](O)[C@@H]([NH3+])C2)c2c([O-])c3C(=O)c4c(OC)cccc4C(=O)c3c([O-])c2C1)Cc1c2c(ccc1)cccc2
ZINC000100003507,O=C(C[NH2+]C12CC3(O)C[C@H](C1)C[C@H](C3)C2)N1[C@H](C#N)CCC1
ZINC000001622034,C(c1ccccc1)C1O[C@@H](C)[C@H](C)O1
ZINC000000000368,O=C(OC1C[C@@H]2[N+](C)(C)[C@H](C1)CC2)[C@H](O)c1ccccc1
ZINC000038213879,Clc1cc2C(c3ccccc3)=N[C@H](O)c3n(-c2cc1)cnn3
ZINC000253476805,S(=O)(=O)(N([C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](C(=O)[O-])O1)c1noc(C)c1)c1ccc(N)cc1
ZINC000000000399,[NH+]([C@H](C[C@@](C#N)(C(C)C)c1ccccc1)C)(C)C
ZINC000100004249,S(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)c1ccccc1
ZINC000000000133,Clc1ccc([C@@H]2S(=O)(=O)CCC(=O)N2C)cc1
ZINC000015449187,O[C@@H]1[C@H](C)[C@H]2[C@@]34OO[C@@](C)(O[C@H]3O1)CC[C@H]4[C@H](C)CC2
ZINC000011536302,O=C1[C@](CC)(c2ccccc2)NC(=O)N1
ZINC000095618738,O=C1[C@@](c2ccccc2)(C2=C[C@H]3O[C@H]3C=C2)NC(=O)N1
ZINC000022047789,S(=O)(=O)(Oc1c(CO)cc([C@@H](O)C[NH2+]C(C)(C)C)cc1)[O-]
ZINC000005140934,Oc1cc2c(N(CCC[NH2+]C)c3c(cccc3)CC2)cc1
ZINC000022001712,O=[N+]([O-])c1c(C2C(C(=O)OCC(=O)C)=C(C)NC(C)=C2C(=O)OC)cccc1
ZINC000261494673,O=C(CO)[C@]1(O)C[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@@H]([NH3+])C2)c2c(O)c3[C@@H](O)c4c(OC)cccc4[C@@H](O)c3c(O)c2C1
ZINC000261494669,Oc1c2[C@H]3[C@H]4[C@@](C)(O4)CC[C@H]3C(C)(C)Oc2cc(CCCCC)c1
ZINC000095618770,O=C([O-])[C@@H](C)c1ccc(C(=O)C=2[SH0](=O)C=CC=2)cc1
ZINC000003881345,O=C(Oc1cc2c([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)cc1)c1ccccc1
ZINC000003830955,Ic1ccc([C@@H](CCCCCCCCC(=O)OCC)C)cc1
ZINC000169621217,OC[C@@]1(O)[C@@H]2[C@@H](O)[C@]34[C@H](O)[C@](O)(O2)O[C@@H]1[C@@H]3[C@@H](O)NC(=[NH2+])N4
ZINC000003777838,Clc1cc2C(c3c(F)cccc3)=N[C@H](O)C(=O)N(CCC#N)c2cc1
ZINC000885764928,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3N(C(=O)[C@@H](NC(=O)c4ncc(C)nc4)CCCCCC=C[C@@H]1C2)C[C@H](Oc1nc2c(c4c1cccc4)cccc2)C3)C1CC1
ZINC000027644800,FC(F)(/C=C/[C@H]1[C@H](C/C=C\CCCC(=O)[O-])[C@H](O)C[C@H]1O)COc1ccccc1
ZINC000085537078,FC(F)(C)[C@H]1C[NH+]2C[C@@H](C1)C[C@](C(=O)OC)(c1c(OC)cc3N(C)[C@H]4[C@@](O)(C(=O)OC)[C@H](OC(=O)C)[C@@]5(CC)[C@@H]6[NH+](CC=C5)CC[C@]46c3c1)c1[nH]c3c(c1C2)cccc3
ZINC000005735960,F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@H](C)C[C@H]3[C@@H]1C[C@@H](O)C=1[C@]2(C)C=CC(=O)C=1
ZINC000003134173,O=C(N)c1c(O)c(C)ccc1
ZINC000005514900,O=C1C(CCCC)(CC)C(=O)NC(=O)N1
ZINC000004217170,O(C)c1c2O[C@H]3[C@@H](O)C=C[C@H]4[C@@H]5[NH2+]CC[C@]34c2c(cc1)C5
ZINC000021985090,OC(c1ccc(C#N)cc1)c1ccc(C#N)cc1
ZINC000019340795,O=C(OCC)Nc1cc2N(C(=O)CCN3CCOCC3)c3c(Sc2cc1)cccc3
ZINC000003954487,[S@@H0](=O)(C)c1cc2N(CC[C@@H]3[NH+](C)CCCC3)c3c(Sc2cc1)cccc3
ZINC000095618779,Oc1cc2NC(=[N+]3CCN(C)CC3)c3c(sc(C)c3)Nc2cc1
ZINC000021981233,O=C(c1n2c(C(C(=O)[O-])CC2)cc1)c1ccc(O)cc1
ZINC000000967932,O[C@](CC[N+](CC)(CC)CC)(c1ccccc1)C1CCCCC1
ZINC000245224178,O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)O1)/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)O1)\C)\C)/C)/C
ZINC000245204948,O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@](O)([C@H]([N@@+](CC2CC2)(C)CC3)C4)CC1
ZINC000150374443,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](Oc2cc3c([C@@H]4[C@@H]([C@@H]5[C@@](C)([C@@H](O)CC5)CC4)CC3)cc2)O1
ZINC000085537042,O([C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@H]3[C@H](O)[C@@H](O)[C@H](O)C(CO)=C3)[C@@H](C)O2)[C@@H](CO)O1
ZINC000256296829,ClC=1C=2[C@](C)([C@H]3[C@H](C(=O)C=2)C3)[C@@H]2[C@H]([C@@H]3[C@@H](O)C[C@](OC(=O)C)(C(=O)C)[C@@]3(C)CC2)C=1
ZINC000118913648,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O[C@@H]2O[C@H]3[C@@H]4[C@]5(C)C(=CC(=O)CC5)CC[C@H]4[C@H]4[C@@]2([C@@H](C(=O)CO)CC4)C3)O1
ZINC000067665085,O=C(NC1(C(=O)NCc2ccc(-c3c(-c4nnn[n-]4)cccc3)cc2)CCCC1)CCCC
ZINC000019606670,Clc1ccc(C(=O)NCCN2CCOCC2)cc1
ZINC000001577061,O(CCO)c1ccccc1
ZINC000256009345,O=C1N(C)C(=O)NC(=O)[C@]1(C)[C@@]12O[C@@H]1CCCC2
ZINC000095618676,O=C(C)N1c2[nH]c3c(c2CC1)cc(OC)cc3
ZINC000003830962,Ic1c(/[NH+]=C/N(C)C)c(I)cc(I)c1CCC(=O)[O-]
ZINC000261494562,O=C(NCCc1c2c([nH]c1)cc(O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](C(=O)[O-])O1)c(OC)c2)C
ZINC000044964014,O[C@@H]1[C@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H]([NH2+]CC3)C4)C=C1
ZINC000002040854,O=C([O-])[C@@H](NC(=O)CC[NH3+])Cc1[nH]cnc1
ZINC000002112569,O=C(O[C@@H]1C[C@@H]2[NH+](C)[C@@H](C[C@@H]2O)C1)[C@H](CO)c1ccccc1
ZINC000095618602,Clc1cc2[C@](O)(C)C[NH2+]CCc2cc1
ZINC000000001885,Clc1ccc(O)cc1
ZINC000000608359,O(CC)c1c(OCC)ccc(Cc2nccc3c2cc(OCC)c(OCC)c3)c1
ZINC000001530757,O=C(OCC[NH+](CC)CC)c1ccc(N)cc1
ZINC000001408068,O=C([O-])C=1NC(=O)NC(=O)C=1
ZINC000261494654,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](OC2=Nc3c(C)ccnc3N([C@@H]3[C@H](O)C3)c3ncccc23)O1
ZINC000003875039,O=C(OCC1(CCCC)C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)CCC(=O)[O-]
ZINC000100018852,O=C(NC1C[C@@H]2[NH+](C)[C@H](C1)CCC2)c1nn(C)c2c1cccc2
ZINC000001704297,O([C@H](c1c(C)cccc1)c1ccccc1)CC[NH2+]C
ZINC000000970363,OC[C@@H]1[C@@H](O)[C@H](O)[C@H](n2c3ncnc(N)c3nc2)O1
ZINC000095618795,Fc1ccc(-c2n(CC[C@@H](O)C[C@H](O)CC(=O)[O-])c(C(C)C)c(C(=O)Nc3c(O)cccc3)c2-c2ccccc2)cc1
ZINC000000043478,O=C(Nc1ccccc1)C1=C(C)OCCS1
ZINC000032209980,O=[SH0]1c2c(N(CCC[NH+](C)C)c3c1cccc3)cccc2
ZINC000019132424,O=C1/C(=C/C)/[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)C1
ZINC000038929225,FC(F)(F)COc1c(C(=O)NC[C@@H]2NC(=O)CCC2)cc(O)cc1
ZINC000015263894,O=C1C(=O)O/C(=C/c2cc(O)c(O)cc2)/C(=O)C1c1ccc(O)cc1
ZINC000005764534,O=C1C=C2[C@H](O)C[C@H]3[C@H]4[C@@](C)([C@@H](O)CC4)CC[C@@H]3[C@@]2(C)CC1
ZINC000013759799,Oc1c2c(ccc1)C[C@@H]([NH2+]CCC)CC2
ZINC000000000294,FC(F)(F)c1cc(C[C@@H]([NH2+]CC)C)ccc1
ZINC000003832372,O=C([O-])[C@@H](NC(=O)c1sc(N(Cc2cc3C(=O)N=C(C)Nc3cc2)C)cc1)CCC(=O)[O-]
ZINC000000121456,O=C1N(N(C)C(C)=C1NC)c1ccccc1
ZINC000118913649,O=C([O-])[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O[C@H]2O[C@H]3[C@@H]4[C@]5(C)C(=CC(=O)CC5)CC[C@H]4[C@H]4[C@@]2([C@@H](C(=O)CO)CC4)C3)O1
ZINC000008035017,O=C(NCCO)CCCCCCCCCCCCCCC
ZINC000071773502,O=C([O-])[C@@H](C)c1ccc(C[C@H](CO)C)cc1
ZINC000005517457,O=C1c2sccc2C(=C2CC[NH2+]CC2)c2c(cccc2)C1
ZINC000003831594,Ic1c(NC(=O)CCC)c(I)cc(I)c1C[C@H](C(=O)[O-])CC
ZINC000095618906,O=C([O-])/C=C(/C[C@H]1[C@H](O)[C@H](O)[C@@H](C[C@H]2[C@H]([C@H]([C@@H](O)C)C)O2)CC1)\C
ZINC000095618802,O([C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@](OC)(C)C2)[C@@H](C)C(=O)O[C@H]([C@@H](O)C)[C@](O)(C)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@]1(OC)C)[C@H]1[C@H](O)[C@@H]([NH+](C)C)C[C@@H](C)O1
ZINC000005763835,O=C(C)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C([C@@H](C)C3)=CC(=O)CC4)CC2)CC1
ZINC000004215257,S(CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](NC(=O)C=3C(=O)C=C(C)NC=3)c3ccc(O)cc3)[C@H]2SC1)c1n(C)nnn1
ZINC000095619111,O(C)c1c2O[C@@H]3[C@@H](O)CC[C@H]4[C@@H]5[NH2+]CC[C@]34c2c(cc1)C5
ZINC000004228235,O=C([O-])[C@@H](NC(=O)c1ccc(NC[C@H]2NC=3C(=O)N=C(N)NC=3NC2)cc1)CCC(=O)[O-]
ZINC000238730530,O=C([O-])[C@@H]([NH3+])CCCCNCNC(=O)C1C(=O)[C@H](N(C)C)[C@H]2[C@@](O)(C1=O)C([O-])=C1C(=O)c3c(O)cccc3C[C@@H]1[C@]2(O)C
ZINC000019594545,O[C@H](CO)C[NH+]1CCN(c2ccccc2)CC1
ZINC000118913630,O=C1C(C)=C(C)C[C@H]([C@@](O)(C)[C@@H]2[C@]3(C)[C@H]([C@H]4[C@@H]([C@@]5(C)C(=O)C=C[C@H](O)[C@]65O[C@@H]6C4)CC3)CC2)O1
ZINC000011525622,Ic1c(N(C(=O)CO)C)c(I)c(C(=O)NC[C@H](O)CO)c(I)c1C(=O)NC[C@@H](O)CO
ZINC000000057236,Clc1c(S(=O)(=O)N)cc(C(=O)NN2[C@@H](C)CCC[C@@H]2C)cc1
ZINC000003831041,[S@H0](=O)(C)c1cc2N(CC[C@@H]3[NH+](C)CCCC3)c3c(Sc2cc1)cccc3
ZINC000000607872,FC(F)(F)c1c2nccc(Nc3c(C(=O)OC[C@H](O)CO)cccc3)c2ccc1
ZINC000013546731,Brc1c(NC2=[NH+]CCN2)ccc2NC(=O)C=Nc12
ZINC000095618890,O=C(NCc1ccc(O)cc1)[C@H]([NH2+]CC(=O)[O-])COC
ZINC000008552017,O=C1[C@@H](C)[C@@]2(O)[C@H]([C@H](O)[C@]34[C@@H]5OC(=O)[C@]23O[C@@H]2OC(=O)[C@H](O)[C@]42[C@H](C(C)(C)C)C5)O1
ZINC000004097186,O=C(OC)[C@@H]1[C@@H](OC)[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@H]2[C@@H]1C[C@H]1[NH+](C2)CCc2c3c([nH]c12)cccc3
ZINC000100053657,O=C([O-])[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](Oc2ccc([C@H]([C@@H](CC)c3ccccc3)c3ccc(OCC[NH2+]C)cc3)cc2)O1
ZINC000033889315,O([C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)C1)[C@@H]1C[C@@H]2[C@@](C)([C@@H]3[C@H]([C@]4(O)[C@](C)([C@H](O)C3)[C@@H](C3=CC(=O)OC3)CC4)CC2)CC1
ZINC000085552177,O([C@H]1[C@H](C)[C@H](O[C@H]2O[C@H](C)[C@@H](O)[C@](OC)(C)C2)[C@@H](C)C(=O)O[C@@H](CC)[C@](O)(C)[C@H](O)[C@H](C)[NH+](C)C[C@@H](C)C[C@@]1(O)C)[C@@H]1[C@@H](O)[C@H]([NH+](C)C)C[C@H](C)O1
ZINC000000902197,O(CC[NH+](C)C)c1ccc(/C(=C(/CC)\c2ccccc2)/c2ccc(O)cc2)cc1
ZINC000077286494,O(/N=C\1/[C@H](C)[C@@H](O)[C@@](O)(C)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@H]2[C@H](O)[C@@H]([NH+](C)C)C[C@@H](C)O2)[C@@](O)(C)C[C@H]/1C)COCCOC
ZINC000000000250,O=C([C@@H](C[NH+]1CCCCC1)C)c1ccc(CC)cc1
ZINC000104344008,O=C1[C@@H](N2C(=O)C=3C(C2=O)=C[C@@H]2O[C@H]2C=3)CCC(=O)N1
ZINC000201075230,FC(F)(F)C1=C[C@@H]2/C(=C/CC[NH+]3CCN(CCO)CC3)/c3c(S[C@@H]2C=C1)cccc3
ZINC000037253587,[NH3+]CCN
ZINC000002586020,O=C([O-])[C@H](Cc1cc(O)c(O)cc1)C
ZINC000000896650,[S@@H0](=O)(C)c1cc2N(CC[C@H]3[NH+](C)CCCC3)c3c(Sc2cc1)cccc3
ZINC000003982471,O=C1OCC([C@@H]2[C@@]3(C)[C@H](O)C[C@@H]4[C@]5(C)[C@@H](C[C@@H](O)CC5)CC[C@H]4[C@@]3(O)CC2)=C1
ZINC000100055075,O=C(OC1C[C@@H]2[N+](C(C)C)(C)[C@@H](C1)CC2)[C@@H](COC(=O)c1ccccc1)c1ccccc1
ZINC000030731204,O=C1[C@H](c2ccccc2)COC(=O)[N-]1
ZINC000100034396,O=C1N(C)C(=O)C2N(C)C(=O)NC2=N1
ZINC000012503119,O=C(OCC)[C@H](N[C@H](C(=O)N1[C@H](C(=O)[O-])CCC1)C)CCc1ccccc1
ZINC000003881421,O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)CC2)C=C1
ZINC000256787842,Ic1c([NH+]=CN(C)C)c(I)cc(I)c1CCC(=O)[O-]
ZINC000230122748,S(C(=O)C(C(=O)CC)CCC)CCNC(=O)CCNC(=O)[C@@H](O)C(COP(=O)(OP(=O)(OC[C@H]1[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](n2c3ncnc(N)c3nc2)O1)[O-])[O-])(C)C
ZINC000003830432,S(CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](NC(=O)N3C(=O)C(=O)N(CC)CC3)c3ccc(O)cc3)[C@H]2SC1)c1n(C)nnn1
ZINC000017110453,O=C(OCC)CC1=[N+](C)C(=O)[C@@H](N2CCCCC2)S1
ZINC000245204647,O=C(OCC)O[C@]1(C(=O)COC(=O)CC)[C@]2(C)[C@@H]([C@@H]3[C@@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1
ZINC000095618622,O=C([O-])[C@@](O)(Cc1cc(O)ccc1)C
ZINC000002031038,S(SC[C@@H]1OCCC1)/C(=C(/N(C=O)Cc1c(N)nc(C)nc1)\C)/CCO
ZINC000261494553,S(=O)(=O)(O[C@H]1CC=2[C@@](C)([C@H]3[C@@H]([C@@H]4[C@](C)(C(c5c[n+]([O-])ccc5)=CC4)CC3)CC=2)CC1)[O-]
ZINC000036056301,Oc1cc2c([nH]c(-c3nn(C(C)C)c4ncnc(N)c34)c2)cc1
ZINC000238730561,O=C(C(C)C)[C@@]12[C@](CCC=C(C)C)(C)[C@H](CC=C(C)C)C[C@](CC=C(C)C)(C1=O)C(=O)C(CC=C(C)C)=C2[O-]
ZINC000005888085,S(=O)(=O)(Nc1cc2c([nH]c(C(=O)N3CCN(c4c(N)cccn4)CC3)c2)cc1)C
ZINC000000002114,S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1
ZINC000003925938,O(C)[C@H]1[C@](O)([C@]2(C)[C@@H](CC=C(C)C)O2)[C@]2(OC2)CCC1=O
ZINC000000001995,O=C1N(C(C)C)c2c(C(c3ccccc3)=N1)ccc(C)c2
ZINC000005159450,C[N+]=1[C@H](c2cnccc2)CCC=1
ZINC000000001601,N(Cc1occc1)c1ncnc2[nH]cnc12
ZINC000000001233,Clc1ccc(N2C(N)=NC(=[NH2+])NC2(C)C)cc1
ZINC000096077882,ClCCN(CCCl)[P@]1(=O)OCCC(=O)N1
ZINC000095618681,O(/N=C\1/[C@H](C)[C@@H](O)[C@@](O)(C)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@H]2[C@H](O)[C@H]([NH+](C)C)C[C@@H](C)O2)[C@@](O)(C)C[C@H]/1C)COCCOC
ZINC000030731188,O=C1OC[C@@H]([C@@H](O)N1)c1ccccc1
